Irish (Ability) Code,Irish (Ability) Label,Sexual Orientation Code,Sexual Orientation Label,Irish (Speak Frequency) Code,Irish (Speak Frequency) Label,Religion or Religion Brought Up In Code,Religion or Religion Brought Up In Label,National Identity - 8 Categories Code,National Identity - 8 Categories Label,Count
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,2
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,3
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,10
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,1,British only,11
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,2,Irish only,426
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,3,Northern Irish only,49
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,4,British and Irish only,4
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,5,British and Northern Irish only,2
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,6,Irish and Northern Irish only,34
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,7,"British, Irish and Northern Irish only",5
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),1,British only,3
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,14
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,6
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,5
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,1
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,7
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",5
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,1,British only,5
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,2,Irish only,64
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,3,Northern Irish only,18
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,4,British and Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,5,British and Northern Irish only,1
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,6,Irish and Northern Irish only,7
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,7,"British, Irish and Northern Irish only",1
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),1,British only,4
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,5
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,1
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,1
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,1,British only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,2,Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,3,Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,4,British and Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,5,British and Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,6,Irish and Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,7,"British, Irish and Northern Irish only",0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),1,British only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
4,"Speaks, reads, writes and understands Irish",2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,1,British only,12
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,2,Irish only,1474
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,3,Northern Irish only,60
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,4,British and Irish only,5
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,5,British and Northern Irish only,1
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,6,Irish and Northern Irish only,24
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,1,Catholic,7,"British, Irish and Northern Irish only",1
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),1,British only,11
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),2,Irish only,21
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,7
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,2
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
5,Other combination of skills,1,Straight or heterosexual,1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,1,British only,4
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,2,Irish only,849
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,3,Northern Irish only,61
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,4,British and Irish only,1
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,5,British and Northern Irish only,0
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,6,Irish and Northern Irish only,28
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,1,Catholic,7,"British, Irish and Northern Irish only",5
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),1,British only,7
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,6
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,4
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,1
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,1
5,Other combination of skills,1,Straight or heterosexual,2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,1,British only,37
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,2,Irish only,1408
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,3,Northern Irish only,247
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,4,British and Irish only,8
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,5,British and Northern Irish only,3
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,6,Irish and Northern Irish only,60
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,7,"British, Irish and Northern Irish only",18
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),1,British only,12
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,32
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,16
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,3
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
5,Other combination of skills,1,Straight or heterosexual,3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",3
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,1,British only,29
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,2,Irish only,301
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,3,Northern Irish only,99
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,4,British and Irish only,1
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,5,British and Northern Irish only,2
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,6,Irish and Northern Irish only,14
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,1,Catholic,7,"British, Irish and Northern Irish only",3
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),1,British only,87
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,21
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,20
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,1
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,8
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
5,Other combination of skills,1,Straight or heterosexual,4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",2
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,1,British only,163
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,2,Irish only,5267
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,3,Northern Irish only,892
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,4,British and Irish only,54
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,5,British and Northern Irish only,22
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,6,Irish and Northern Irish only,314
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,1,Catholic,7,"British, Irish and Northern Irish only",78
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),1,British only,369
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,270
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,135
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,21
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,63
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,36
5,Other combination of skills,1,Straight or heterosexual,5,Cannot speak Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",25
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,1,British only,1
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,2,Irish only,37
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,3,Northern Irish only,4
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,4,British and Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,5,British and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,6,Irish and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,1,Catholic,7,"British, Irish and Northern Irish only",0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),1,British only,3
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),2,Irish only,6
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",1,Can speak Irish: Speaks Irish daily,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,1,British only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,2,Irish only,18
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,3,Northern Irish only,1
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,4,British and Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,5,British and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,6,Irish and Northern Irish only,7
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,1,Catholic,7,"British, Irish and Northern Irish only",0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),1,British only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,2
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,1
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",2,Can speak Irish: Speaks Irish weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,1,British only,1
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,2,Irish only,45
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,3,Northern Irish only,6
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,4,British and Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,5,British and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,6,Irish and Northern Irish only,2
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,1,Catholic,7,"British, Irish and Northern Irish only",0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),1,British only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),2,Irish only,2
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,1
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",3,Can speak Irish: Speaks Irish less often than weekly,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,1,British only,3
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,2,Irish only,3
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,3,Northern Irish only,2
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,4,British and Irish only,1
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,5,British and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,6,Irish and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,1,Catholic,7,"British, Irish and Northern Irish only",1
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),1,British only,1
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),2,Irish only,2
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),3,Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),4,British and Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),5,British and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),6,Irish and Northern Irish only,0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",4,Can speak Irish: Never speaks Irish,2,Protestant and Other Christian (including Christian related),7,"British, Irish and Northern Irish only",0
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,1,British only,5
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,2,Irish only,217
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,3,Northern Irish only,28
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,4,British and Irish only,2
5,Other combination of skills,2,"Gay, lesbian, bisexual, other sexual orientation",5,Cannot speak Irish,1,Catholic,5,British and Northern Irish only,10
